title,category,content,price,area,address,district,contact_name,phone,image_path,source_url,is_ai
Cho thuê diện tích văn phòng 9624m2 tại PHI LONG TECHNOLOGY Hải Châu,Văn phòng,"🌟 CHO THUÊ VĂN PHÒNG ĐẸP TẠI TÒA NHÀ PHI LONG TECHNOLOGY 🌟\n\n📍 Địa chỉ: Nguyễn Văn Linh, Nam Dương, Hải Châu, Đà Nẵng\n📐 Diện tích cho thuê: 9624 m2 (trống suốt, ánh sáng tự nhiên tốt)\n💵 Giá thuê ưu đãi: $ 18,0 / m2/tháng\n💼 Phù hợp cho văn phòng đại diện, quy mô doanh nghiệp vừa và nhỏ.\n\n🔹 THÔNG TIN CHI TIẾT TÒA NHÀ:\n🔹 THÔNG TIN CHI TIẾT TOÀ NHÀ PHI LONG TECHNOLOGY\n“Một trong những toà nhà với công nghệ quản lý vận hành hiện đại bậc nhất Đà Nẵng”\n🔹 1. Mô tả văn phòng cho thuê quận Hải Châu Toà nhà Phi Long Technology\n- Toà nhà văn phòng cho thuê quận Hải Châu – Toà nhà Phi Long Technology nằm trên trục đường tài chính Nguyễn Văn Linh của thành phố Đà Nẵng, đây cũng là khu vực tập trung nhiều các toà nhà văn phòng lớn, các ngân hàng lớn.\n- Cư dân đông đúc, gần nhiều hàng quán cafe, quán ăn,…\n- Toà nhà có kết hợp một phần trung tâm thương mại về công nghệ và thiết bị công nghệ tại tầng 1 nên tạo ra một sinh khí nhộn nhịp và năng động cho các khách hàng khi mới bước vào toà nhà, rất phù hợp với các công ty với nhân sự trẻ trung, năng động và thiên hướng về công nghệ.\n- Với lối thiết kế đặc biệt phủ cây xanh xung quanh toà nhà, tạo ra không gian xanh rất đặc trưng cho toà nhà văn phòng cho thuê Phi Long Technology\n🔹 2. Kết cấu văn phòng cho thuê quận Hải Châu Toà nhà Phi Long Technology\n- Kết cấu toà nhà: 17 tầng nổi, 1 tầng hầm\n- Diện tích sàn: 1000m2 và nhỏ dần khi lên các tầng cao\n- Khu vực đậu xe: 1 tầng hầm và bãi đậu xe phía trước toà nhà\n- Số thang máy: 3 thang chính, 1 thang phụ chở hàng\n\n📞 Liên hệ xem văn phòng: 0935723727 (Nguyễn Ngọc Thiên Bình)","$ 18,0 / m2",9624,"Nguyễn Văn Linh, Nam Dương, Hải Châu, Đà Nẵng",Hải Châu,Nguyễn Ngọc Thiên Bình,0935723727,,https://officedanang.vn/property/toa-nha-phi-long-technology/,False
Văn phòng làm việc 2m2 cho thuê tại CÔNG TY XÂY DỰNG 2.9 Quận Hải Châu,Văn phòng,"🌟 CHO THUÊ VĂN PHÒNG ĐẸP TẠI TÒA NHÀ CÔNG TY XÂY DỰNG 2.9 🌟\n\n📍 Địa chỉ: Xô Viết Nghệ Tĩnh, Hoà Cường Nam, Hải Châu, Đà Nẵng\n📐 Diện tích cho thuê: 200 m2 (trống suốt, ánh sáng tự nhiên tốt)\n💵 Giá thuê ưu đãi: 183.400 / m2/tháng\n💼 Phù hợp cho văn phòng đại diện, quy mô doanh nghiệp vừa và nhỏ.\n\n🔹 THÔNG TIN CHI TIẾT TÒA NHÀ:\n🔹 THÔNG TIN CHI TIẾT TOÀ NHÀ CÔNG TY XÂY DỰNG 2.9\n🔹 1. Mô tả văn phòng cho thuê quận Cẩm Lệ – Toà nhà CÔNG TY XÂY DỰNG 2.9\n- Toà nhà văn phòng cho thuê quận Cẩm Lệ – Toà nhà CÔNG TY XÂY DỰNG 2.9 nằm trên đường Xô Viết Nghệ Tĩnh, là một trong những tuyến đường tập trung nhiều tòa nhà cho thuê văn phòng nhất Đà Nẵng.\n- Tòa nhà do CÔNG TY XÂY DỰNG 2.9 làm chủ đầu tư và xây dựng. Với thiết kế 7 tầng để cho thuê văn phòng, toà nhà cũng đã được tân trang và làm mới để phục vụ các khách thuê có nhu cầu.\n- Toà nhà có chính sách về làm thêm ngoài giờ và để xe thoải mái, rất thích hợp để cho các công ty IT, Bảo hiểm\n🔹 2. Kết cấu văn phòng cho thuê quận Cẩm Lệ – Toà nhà CÔNG TY XÂY DỰNG 2.9\n- Diện tích sàn: Khoảng 300m2\n- Diện tích sử dụng: 220 m2 mỗi tầng\n- Bãi giữ xe: Tầng trệt toà nhà và 2 vỉa hè mặt trước và sau\n- Số thang máy: 1 thang\nToà nhà Công ty Xây dựng 2/9\n\n📞 Liên hệ xem văn phòng: 0935.723.727 (Nguyễn Ngọc Thiên Bình)",366800,2,"Xô Viết Nghệ Tĩnh, Hoà Cường Nam, Hải Châu, Đà Nẵng",Hải Châu,Nguyễn Ngọc Thiên Bình,0935723727,,https://officedanang.vn/property/toa-nha-cong-ty-xay-dung-2-9/,False
"Văn phòng cho thuê 550000m2 tại tòa nhà BIDV BANK, Hải Châu",Văn phòng,"🌟 CHO THUÊ VĂN PHÒNG ĐẸP TẠI TÒA NHÀ BIDV BANK 🌟\n\n📍 Địa chỉ: Nguyễn Chí Thanh, Hải Châu, Đà Nẵng 550000, Việt Nam\n📐 Diện tích cho thuê: 550000 m2 (trống suốt, ánh sáng tự nhiên tốt)\n💵 Giá thuê ưu đãi: Thỏa thuận/tháng\n💼 Phù hợp cho văn phòng đại diện, quy mô doanh nghiệp vừa và nhỏ.\n\n🔹 THÔNG TIN CHI TIẾT TÒA NHÀ:\n🔹 THÔNG TIN CHI TIẾT TOÀ NHÀ BIDV BANK\n“Tòa nhà văn phòng mới thuộc khối Ngân hàng tại Đà Nẵng ngoài các toà Vietinbank, PV Combank”\n🔹 1. Mô tả văn phòng cho thuê quận Hải Châu Toà nhà BIDV BANK\n- Toà nhà văn phòng cho thuê quận Hải Châu – Toà nhà BIDV BANK đang trong quá trình xây dựng\n- Là tòa nhà văn phòng cho thuê được quản lý bởi ngân hàng BIDV.\n🔹 2. Kết cấu Toà nhà BIDV BANK\n- Kết cấu: 19 tầng nổi, 4 tầng hầm\n- Tổng diện tích sàn: 25.710 m2\n- Diện tích cho thuê: đang cập nhật\n🔹 3. Các chi phí Khách thuê phải trả tại Toà nhà BIDV BANK\n- Tiền thuê văn phòng: Đang cập nhật\n- Phí dịch vụ: Đang cập nhật\n\n📞 Liên hệ xem văn phòng: 0935723727 (Nguyễn Ngọc Thiên Bình)",Thỏa thuận,550000,"Nguyễn Chí Thanh, Hải Châu, Đà Nẵng 550000, Việt Nam",Hải Châu,Nguyễn Ngọc Thiên Bình,0935723727,,https://officedanang.vn/property/toa-nha-bidv-bank-da-nang/,False
"Cho thuê văn phòng trống 1505m2 cực đẹp ở tòa nhà SHB Cần Thơ, Hải Châu",Văn phòng,"🌟 CHO THUÊ VĂN PHÒNG ĐẸP TẠI TÒA NHÀ SHB CẦN THƠ 🌟\n\n📍 Địa chỉ: Đại Lộ Hoà Bình, Tân An, Ninh Kiều, Cần Thơ\n📐 Diện tích cho thuê: 1505 m2 (trống suốt, ánh sáng tự nhiên tốt)\n💵 Giá thuê ưu đãi: Giá từ $ 11,0 / m2/tháng\n💼 Phù hợp cho văn phòng đại diện, quy mô doanh nghiệp vừa và nhỏ.\n\n🔹 THÔNG TIN CHI TIẾT TÒA NHÀ:\n🔹 THÔNG TIN CHI TIẾT TOÀ NHÀ SHB Cần Thơ\n“Toà nhà văn phòng cho thuê mới trên Đại Lộ Hoà Bình”\n🔹 1. Mô tả toà nhà SHB Cần Thơ\n- Toà nhà văn phòng cho thuê quận Ninh Kiều – Toà nhà SHB Cần Thơ nằm trên Đại Lộ Hoà Bình, tuyến đường chính của quận Ninh Kiều, thành phố Cần Thơ.\n- Toà nhà SHB Cần Thơ được xây dựng bởi Công ty Cổ phần Đầu Tư Xây Dựng số 14 và do chính Ngân hàng Thương mại Sài Gòn – Hà Nội là chủ đầu tư. Toà nhà được xây dựng với tổng diện tích xây dựng là 4.4,848 m2, quy mô 17 tầng nổi, 1 tầng hầm nằm tại số 16 – 18 Đại Lộ Hoà Bình, Phường Tân An, Quận Ninh Kiều, Thành phố Cần Thơ.\n- Diện tích sử dụng mỗi sàn là 223 m2, có thể được chia đôi thành 2 diện tích nhỏ hơn là 109,5 m2 và 107,5 m2 để phù hợp với các đơn vị không cần diện tích thuê quá lớn.\n🔹 2. Kết cấu toà nhà SHB Cần Thơ\n- Kết cấu: 17 tầng nổi, 1 tầng hầm\n- Diện tích sàn: Khoảng 330 m2\n- Diện tích sử dụng: 223 m2 mỗi sàn\n- Khu vực đậu xe: 1 tầng hầm\n- Số thang máy: 2 thang máy\n\n📞 Liên hệ xem văn phòng: 0935723727 (Nguyễn Ngọc Thiên Bình)","Giá từ $ 11,0 / m2",1505,"Đại Lộ Hoà Bình, Tân An, Ninh Kiều, Cần Thơ",Hải Châu,Nguyễn Ngọc Thiên Bình,0935723727,,https://officedanang.vn/property/toa-nha-shb-can-tho/,False
"Văn phòng cho thuê 222m2 tại tòa nhà 222 NGUYỄN HỮU THỌ, Hải Châu",Văn phòng,"🌟 CHO THUÊ VĂN PHÒNG ĐẸP TẠI TÒA NHÀ 222 NGUYỄN HỮU THỌ 🌟\n\n📍 Địa chỉ: 222 Nguyễn Hữu Thọ\n📐 Diện tích cho thuê: 222 m2 (trống suốt, ánh sáng tự nhiên tốt)\n💵 Giá thuê ưu đãi: Thỏa thuận/tháng\n💼 Phù hợp cho văn phòng đại diện, quy mô doanh nghiệp vừa và nhỏ.\n\n🔹 THÔNG TIN CHI TIẾT TÒA NHÀ:\n🔹 THÔNG TIN CHI TIẾT TOÀ NHÀ 222 NGUYỄN HỮU THỌ ĐÀ NẴNG\n🔹 1. Mô tả văn phòng cho thuê quận Hải Châu – Toà nhà 222 Nguyễn Hữu Thọ Đà Nẵng\n- Toà nhà văn phòng cho thuê quận Hải Châu – Toà nhà 222 Nguyễn Hữu Thọ Đà Nẵng nằm ở đường Nguyễn Hữu Thọ, một tuyến đường có nhiều toà nhà văn phòng trải dọc suốt cung đường.\n- Tòa nhà 222 Nguyễn Hữu Thọ là toà nhà văn phòng được sửa chữa lại năm 2022 biến đổi công năng thành toà nhà văn phòng cho thuê\n🔹 2. Kết cấu văn phòng cho thuê toà nhà 222 Nguyễn Hữu Thọ\n- Kết cấu: 7 tầng nổi, 1 tầng hầm\n- Diện tích mỗi sàn: 350 m2\n- Diện tích cho thuê: 280 m2 / sàn\n- Khu vực giữ xe: Tầng hầm\n- Số thang máy: 1 thang\n🔹 3. Các chi phí Khách thuê phải trả tại toà nhà 222 Nguyễn Hữu Thọ\n- Tiền thuê văn phòng: từ 12 USD / m2 / tháng\n\n📞 Liên hệ xem văn phòng: 0935723727 (Nguyễn Ngọc Thiên Bình)",Thỏa thuận,222,222 Nguyễn Hữu Thọ,Hải Châu,Nguyễn Ngọc Thiên Bình,0935723727,,https://officedanang.vn/property/toa-nha-222-nguyen-huu-tho/,False
"Văn phòng cho thuê 280m2 tại tòa nhà 222 NGUYỄN HỮU THỌ, Hải Châu",Văn phòng,"🌟 CHO THUÊ VĂN PHÒNG ĐẸP TẠI TÒA NHÀ 222 NGUYỄN HỮU THỌ 🌟\n\n📍 Địa chỉ: 222 Nguyễn Hữu Thọ\n📐 Diện tích cho thuê: 280 m2 (trống suốt, ánh sáng tự nhiên tốt)\n💵 Giá thuê ưu đãi: Thỏa thuận/tháng\n💼 Phù hợp cho văn phòng đại diện, quy mô doanh nghiệp vừa và nhỏ.\n\n🔹 THÔNG TIN CHI TIẾT TÒA NHÀ:\n🔹 THÔNG TIN CHI TIẾT TOÀ NHÀ 222 NGUYỄN HỮU THỌ ĐÀ NẴNG\n🔹 1. Mô tả văn phòng cho thuê quận Hải Châu – Toà nhà 222 Nguyễn Hữu Thọ Đà Nẵng\n- Toà nhà văn phòng cho thuê quận Hải Châu – Toà nhà 222 Nguyễn Hữu Thọ Đà Nẵng nằm ở đường Nguyễn Hữu Thọ, một tuyến đường có nhiều toà nhà văn phòng trải dọc suốt cung đường.\n- Tòa nhà 222 Nguyễn Hữu Thọ là toà nhà văn phòng được sửa chữa lại năm 2022 biến đổi công năng thành toà nhà văn phòng cho thuê\n🔹 2. Kết cấu văn phòng cho thuê toà nhà 222 Nguyễn Hữu Thọ\n- Kết cấu: 7 tầng nổi, 1 tầng hầm\n- Diện tích mỗi sàn: 350 m2\n- Diện tích cho thuê: 280 m2 / sàn\n- Khu vực giữ xe: Tầng hầm\n- Số thang máy: 1 thang\n🔹 3. Các chi phí Khách thuê phải trả tại toà nhà 222 Nguyễn Hữu Thọ\n- Tiền thuê văn phòng: từ 12 USD / m2 / tháng\n\n📞 Liên hệ xem văn phòng: 0935723727 (Nguyễn Ngọc Thiên Bình)",Thỏa thuận,280,222 Nguyễn Hữu Thọ,Hải Châu,Nguyễn Ngọc Thiên Bình,0935723727,,https://officedanang.vn/property/toa-nha-222-nguyen-huu-tho/,False
Cho thuê diện tích văn phòng 5m2 tại CIENCO 5 Hải Châu,Văn phòng,"🌟 CHO THUÊ VĂN PHÒNG ĐẸP TẠI TÒA NHÀ CIENCO 5 🌟\n\n📍 Địa chỉ: Tòa nhà Kim Sơn, 16 - 18 Phan Thành Tài, P. Bình Thuận, Q.Hải Châu, Tp. Đà Nẵng\n📐 Diện tích cho thuê: 5 m2 (trống suốt, ánh sáng tự nhiên tốt)\n💵 Giá thuê ưu đãi: Giá từ $ 8,0 / m2/tháng\n💼 Phù hợp cho văn phòng đại diện, quy mô doanh nghiệp vừa và nhỏ.\n\n🔹 THÔNG TIN CHI TIẾT TÒA NHÀ:\n🔹 THÔNG TIN CHI TIẾT TOÀ NHÀ CIENCO 5\n🔹 1. Mô tả văn phòng cho thuê quận Hải Châu Toà nhà CIENCO 5\n- Toà nhà văn phòng cho thuê quận Hải Châu Đà Nẵng – Toà nhà CIENCO 5 nằm trên trục đường Nguyễn Du, khu vực an ninh, gần các đơn vị hành chính của thành phố.\n- Có nhiều quán coffee, quán ăn gần vị trí tòa nhà CIENCO 5.\n- Tòa nhà sử dụng 4 thang máy với sức chứa mỗi thang tối đa là 11 người, đảm bảo việc di chuyển giữa các tầng được nhanh chóng.\n- Chủ nhà thân thiện, mọi vấn đề đều có thể thỏa thuận để hai bên có thể dễ dàng đi đến quyết định. Tòa nhà văn phòng giá rẻ này rất phù hợp cho các doanh nghiệp muốn giảm chi phí thuê.\n🔹 2. Kết cấu văn phòng cho thuê quận Hải Châu Toà nhà CIENCO 5\n- Số tầng toà nhà : 14 tầng\n- Khu vực để xe: 1 phần tầng trệt\n- Số thang máy: 4 thang\n🔹 3. Các chi phí Khách Thuê phải trả tại toà nhà CIENCO 5\n- Tiền thuê: Từ 8.2 USD /m2/tháng đến 11 USD/m2/tháng\n\n📞 Liên hệ xem văn phòng: 0935723727 (Nguyễn Ngọc Thiên Bình)","Giá từ $ 8,0 / m2",5,"Tòa nhà Kim Sơn, 16 - 18 Phan Thành Tài, P. Bình Thuận, Q.Hải Châu, Tp. Đà Nẵng",Hải Châu,Nguyễn Ngọc Thiên Bình,0935723727,,https://officedanang.vn/property/toa-nha-cienco-5-van-phong-cho-thue/,False
"Văn phòng cho thuê 80m2 tại tòa nhà CIENCO 5, Hải Châu",Văn phòng,"🌟 CHO THUÊ VĂN PHÒNG ĐẸP TẠI TÒA NHÀ CIENCO 5 🌟\n\n📍 Địa chỉ: Tòa nhà Kim Sơn, 16 - 18 Phan Thành Tài, P. Bình Thuận, Q.Hải Châu, Tp. Đà Nẵng\n📐 Diện tích cho thuê: 80 m2 (trống suốt, ánh sáng tự nhiên tốt)\n💵 Giá thuê ưu đãi: Giá từ $ 8,0 / m2/tháng\n💼 Phù hợp cho văn phòng đại diện, quy mô doanh nghiệp vừa và nhỏ.\n\n🔹 THÔNG TIN CHI TIẾT TÒA NHÀ:\n🔹 THÔNG TIN CHI TIẾT TOÀ NHÀ CIENCO 5\n🔹 1. Mô tả văn phòng cho thuê quận Hải Châu Toà nhà CIENCO 5\n- Toà nhà văn phòng cho thuê quận Hải Châu Đà Nẵng – Toà nhà CIENCO 5 nằm trên trục đường Nguyễn Du, khu vực an ninh, gần các đơn vị hành chính của thành phố.\n- Có nhiều quán coffee, quán ăn gần vị trí tòa nhà CIENCO 5.\n- Tòa nhà sử dụng 4 thang máy với sức chứa mỗi thang tối đa là 11 người, đảm bảo việc di chuyển giữa các tầng được nhanh chóng.\n- Chủ nhà thân thiện, mọi vấn đề đều có thể thỏa thuận để hai bên có thể dễ dàng đi đến quyết định. Tòa nhà văn phòng giá rẻ này rất phù hợp cho các doanh nghiệp muốn giảm chi phí thuê.\n🔹 2. Kết cấu văn phòng cho thuê quận Hải Châu Toà nhà CIENCO 5\n- Số tầng toà nhà : 14 tầng\n- Khu vực để xe: 1 phần tầng trệt\n- Số thang máy: 4 thang\n🔹 3. Các chi phí Khách Thuê phải trả tại toà nhà CIENCO 5\n- Tiền thuê: Từ 8.2 USD /m2/tháng đến 11 USD/m2/tháng\n\n📞 Liên hệ xem văn phòng: 0935723727 (Nguyễn Ngọc Thiên Bình)","Giá từ $ 8,0 / m2",80,"Tòa nhà Kim Sơn, 16 - 18 Phan Thành Tài, P. Bình Thuận, Q.Hải Châu, Tp. Đà Nẵng",Hải Châu,Nguyễn Ngọc Thiên Bình,0935723727,,https://officedanang.vn/property/toa-nha-cienco-5-van-phong-cho-thue/,False
Cho thuê diện tích văn phòng 180m2 tại CIENCO 5 Hải Châu,Văn phòng,"🌟 CHO THUÊ VĂN PHÒNG ĐẸP TẠI TÒA NHÀ CIENCO 5 🌟\n\n📍 Địa chỉ: Tòa nhà Kim Sơn, 16 - 18 Phan Thành Tài, P. Bình Thuận, Q.Hải Châu, Tp. Đà Nẵng\n📐 Diện tích cho thuê: 180 m2 (trống suốt, ánh sáng tự nhiên tốt)\n💵 Giá thuê ưu đãi: Giá từ $ 8,0 / m2/tháng\n💼 Phù hợp cho văn phòng đại diện, quy mô doanh nghiệp vừa và nhỏ.\n\n🔹 THÔNG TIN CHI TIẾT TÒA NHÀ:\n🔹 THÔNG TIN CHI TIẾT TOÀ NHÀ CIENCO 5\n🔹 1. Mô tả văn phòng cho thuê quận Hải Châu Toà nhà CIENCO 5\n- Toà nhà văn phòng cho thuê quận Hải Châu Đà Nẵng – Toà nhà CIENCO 5 nằm trên trục đường Nguyễn Du, khu vực an ninh, gần các đơn vị hành chính của thành phố.\n- Có nhiều quán coffee, quán ăn gần vị trí tòa nhà CIENCO 5.\n- Tòa nhà sử dụng 4 thang máy với sức chứa mỗi thang tối đa là 11 người, đảm bảo việc di chuyển giữa các tầng được nhanh chóng.\n- Chủ nhà thân thiện, mọi vấn đề đều có thể thỏa thuận để hai bên có thể dễ dàng đi đến quyết định. Tòa nhà văn phòng giá rẻ này rất phù hợp cho các doanh nghiệp muốn giảm chi phí thuê.\n🔹 2. Kết cấu văn phòng cho thuê quận Hải Châu Toà nhà CIENCO 5\n- Số tầng toà nhà : 14 tầng\n- Khu vực để xe: 1 phần tầng trệt\n- Số thang máy: 4 thang\n🔹 3. Các chi phí Khách Thuê phải trả tại toà nhà CIENCO 5\n- Tiền thuê: Từ 8.2 USD /m2/tháng đến 11 USD/m2/tháng\n\n📞 Liên hệ xem văn phòng: 0935723727 (Nguyễn Ngọc Thiên Bình)","Giá từ $ 8,0 / m2",180,"Tòa nhà Kim Sơn, 16 - 18 Phan Thành Tài, P. Bình Thuận, Q.Hải Châu, Tp. Đà Nẵng",Hải Châu,Nguyễn Ngọc Thiên Bình,0935723727,,https://officedanang.vn/property/toa-nha-cienco-5-van-phong-cho-thue/,False
"Văn phòng cho thuê 170m2 tại tòa nhà RINWA BUILDING, Cẩm Lệ",Văn phòng,"🌟 CHO THUÊ VĂN PHÒNG ĐẸP TẠI TÒA NHÀ RINWA BUILDING 🌟\n\n📍 Địa chỉ: 170 Xuân thuỷ, Cẩm Lệ Đà Nẵng\n📐 Diện tích cho thuê: 170 m2 (trống suốt, ánh sáng tự nhiên tốt)\n💵 Giá thuê ưu đãi: $ 10,0 / m2/tháng\n💼 Phù hợp cho văn phòng đại diện, quy mô doanh nghiệp vừa và nhỏ.\n\n🔹 THÔNG TIN CHI TIẾT TÒA NHÀ:\n🔹 THÔNG TIN CHI TIẾT TOÀ NHÀ RINWA BUILDING\n“Tòa nhà chuẩn văn phòng cho thuê mới tại Quận Cẩm Lệ – Đà Nẵng”\n🔹 1. Mô tả văn phòng cho thuê quận Cẩm Lệ – Toà nhà RINWA BUILDING\n- Toà nhà văn phòng cho thuê quận Cẩm Lệ – Toà nhà RINWA BUILDING nằm trên đường Xuân Thuỷ, là một trong những tòa nhà mới nhất tại quận Cẩm Lệ được thiết kế theo chuẩn toà nhà văn phòng.\n- Khu vực xung quanh toà nhà rất thoáng với Công viên Thanh Niên phía đối diện tạo một không gian, view thoáng đãng. Bên cạnh đó việc di chuyển cũng khá là thuận lợi vì Xuân Thuỷ là một con đường 2 chiều rộng ở quận Cẩm Lệ\n🔹 2. Kết cấu Toà nhà RINWA BUILDING\n- Kết cấu: 8 tầng nổi, 1 tầng hầm\n- Diện tích sàn: 310 m2\n- Diện tích cho thuê: khoảng 205 m2 mỗi sàn\n- Khu vực giữ xe: Tầng hầm\n- Số thang máy: 1 thang\n🔹 3. Các chi phí Khách thuê phải trả tại Toà nhà RINWA BUILDING\n\n📞 Liên hệ xem văn phòng: 0935723727 (Nguyễn Ngọc Thiên Bình)","$ 10,0 / m2",170,"170 Xuân thuỷ, Cẩm Lệ Đà Nẵng",Cẩm Lệ,Nguyễn Ngọc Thiên Bình,0935723727,,https://officedanang.vn/property/toa-nha-rinwa-building/,False
"Văn phòng cho thuê 104m2 tại tòa nhà ĐÔNG DU, Hải Châu",Văn phòng,"🌟 CHO THUÊ VĂN PHÒNG ĐẸP TẠI TÒA NHÀ ĐÔNG DU 🌟\n\n📍 Địa chỉ: Phan Bội Châu, Thạch Thang, Đà Nẵng\n📐 Diện tích cho thuê: 104 m2 (trống suốt, ánh sáng tự nhiên tốt)\n💵 Giá thuê ưu đãi: $ 14,0 / m2/tháng\n💼 Phù hợp cho văn phòng đại diện, quy mô doanh nghiệp vừa và nhỏ.\n\n🔹 THÔNG TIN CHI TIẾT TÒA NHÀ:\n🔹 THÔNG TIN CHI TIẾT VĂN PHÒNG CHO THUÊ TÒA NHÀ ĐÔNG DU\n(ĐÃ ĐƯỢC THUÊ NGUYÊN TOÀ)\n🔹 1. Mô tả văn phòng cho thuê quận Hải Châu Toà nhà ĐÔNG DU\n- Văn phòng cho thuê quận Hải Châu – Toà nhà Đông Du nằm trên đường Phan Bội Châu, phường Thạch Thang, quận Hải Châu, thành phố Đà Nẵng. Toà nhà nằm gần Trung tâm hành chính thành phố Đà Nẵng và gần Bến du thuyền Đà Nẵng.\n- Toà nhà Đông Du với quy mô 7 tầng, diện tích sử dụng mỗi sàn tương đương 250 m2, bên cạnh đó, toà nhà còn có mặt kiệt bên cạnh, tạo khoảng không thoáng mát cho toà nhà. Diện tích sàn của toà nhà Đông Du là khoảng diện tích đang thiếu nguồn cung tại thành phố Đà Nẵng.\n- Gần toà nhà cũng có nhiều hàng quán ăn uống, đảm bảo nhu cầu của các khách hàng thuê văn phòng.\n🔹 2. Kết cấu văn phòng cho thuê quận Hải Châu toà nhà Đông Du\n- Kết cấu toà nhà: 7 tầng nổi 1 tầng hầm\n- Diện tích sàn: 300 m2\n- Khu vực đậu xe: 1 tầng hầm\n- Số thang máy: 1 thang\n🔹 3. Các chi phí Khách thuê phải trả tại văn phòng cho thuê quận Hải Châu – Toà nhà Đông Du\n- Tiền thuê văn phòng: Dự kiến USD 14/m2/tháng ( ~320.000đ/m2/tháng)\n\n📞 Liên hệ xem văn phòng: 0935723727 (Nguyễn Ngọc Thiên Bình)","$ 14,0 / m2",104,"Phan Bội Châu, Thạch Thang, Đà Nẵng",Hải Châu,Nguyễn Ngọc Thiên Bình,0935723727,,https://officedanang.vn/property/toa-nha-dong-du/,False
Cho thuê diện tích văn phòng 167m2 tại CECO 545 Cẩm Lệ,Văn phòng,"🌟 CHO THUÊ VĂN PHÒNG ĐẸP TẠI TÒA NHÀ CECO 545 🌟\n\n📍 Địa chỉ: Nguyễn Hữu Thọ, Khuê Trung, Cẩm Lệ, Đà Nẵng\n📐 Diện tích cho thuê: 167 m2 (trống suốt, ánh sáng tự nhiên tốt)\n💵 Giá thuê ưu đãi: $ 7,0 / m2/tháng\n💼 Phù hợp cho văn phòng đại diện, quy mô doanh nghiệp vừa và nhỏ.\n\n🔹 THÔNG TIN CHI TIẾT TÒA NHÀ:\n🔹 THÔNG TIN CHI TIẾT TOÀ NHÀ CECO 545\n1. Mô tả văn phòng cho thuê quận Cẩm Lệ Toà nhà CECO 545\n- Toà nhà văn phòng cho thuê quận Cẩm Lệ – Toà nhà CECO 545 là một trong số vài toà nhà lớn nằm trên con đường Nguyễn Hữu Thọ, vị trí gần giao lộ Nguyễn Hữu Thọ – Phan Đăng Lưu, toà nhà 2 mặt tiền với nhiều đường nhánh nhỏ, rất tiện để đậu xe ô tô và di chuyển.\n- Là tòa nhà văn phòng cho thuê chủ yếu được xây dựng để phục vụ làm trụ sở chính của công ty chủ quản là CECO 545, các tầng còn trống được khai thác cho thuê. Với mục đích ban đầu như vậy nên toà nhà được xây rất chắc chắn và chất lượng tốt, một phần vì công ty CECO 545 là công ty xây dựng, xây lắp cầu đường có tiếng tăm.\n- Toà nhà muốn tạo ra không gian làm việc với mức giá thuê văn phòng tốt cho các đơn vị thuê nên gần như giá thuê của toà nhà là thấp nhất khu vực này.\n- Hiện các đối tác lớn đang thuê tại toà nhà là MB Bank, Grab\n🔹 2. Kết cấu văn phòng cho thuê quận Cẩm Lệ Toà nhà CECO 545\n- Kết cấu: 9 tầng nổi, 1 tầng hầm\n- Diện tích mỗi sàn: 400 m2\n- Diện tích cho thuê: 330 m2 mỗi sàn\n- Khu vực giữ xe: 1 tầng hầm và bãi xe bên ngoài toà nhà\n- Số thang máy: 2 thang\n\n📞 Liên hệ xem văn phòng: 0935723727 (Nguyễn Ngọc Thiên Bình)","$ 7,0 / m2",167,"Nguyễn Hữu Thọ, Khuê Trung, Cẩm Lệ, Đà Nẵng",Cẩm Lệ,Nguyễn Ngọc Thiên Bình,0935723727,,https://officedanang.vn/property/toa-nha-ceco-545/,False
